Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
02.08.2017-12:00,1.7,0,1008.5,78.4,15.1,91,5119.5
02.08.2017-13:00,2.4,41,1008.2,593.8,20.0,56,742.3334
02.08.2017-14:00,5.1,60,1007.8,804.8,19.6,58,3705.3335
02.08.2017-15:00,3.8,22,1008.0,379.5,18.9,62,7311.3332
02.08.2017-16:00,5.7,41,1008.0,375.2,18.0,63,5944.5001
02.08.2017-17:00,5.2,49,1007.9,393.3,19.3,58,3950.8332
02.08.2017-18:00,3.5,54,1007.8,312.6,18.4,63,4537.3333
02.08.2017-19:00,4.2,60,1007.9,200.7,17.7,64,2907.1667
02.08.2017-20:00,3.1,39,1008.5,62.4,16.8,71,1138.3333
02.08.2017-21:00,1.9,13,1008.9,5.7,15.5,75,157.8334
02.08.2017-22:00,1.5,0,1009.6,-7.6,14.6,81,0.0
02.08.2017-23:00,1.6,0,1009.6,-8.2,12.8,91,0.0
03.08.2017-00:00,1.1,0,1010.0,-8.6,11.7,95,0.0
03.08.2017-01:00,1.1,0,1009.8,-8.1,10.8,96,0.0
03.08.2017-02:00,2.2,0,1009.9,-7.8,10.5,97,0.0
03.08.2017-03:00,2.4,0,1009.9,-7.5,9.9,95,0.0
03.08.2017-04:00,2.3,0,1009.9,-6.2,9.4,97,0.0
03.08.2017-05:00,2.1,16,1010.0,18.3,9.7,96,0.0
03.08.2017-06:00,1.8,44,1009.7,91.7,11.0,92,0.0
03.08.2017-07:00,1.2,50,1009.6,181.4,13.6,85,285.8333
03.08.2017-08:00,1.0,54,1009.1,319.0,16.2,76,630.3332
03.08.2017-09:00,1.2,60,1008.8,493.8,17.6,65,947.5
03.08.2017-10:00,1.5,60,1007.8,598.4,18.8,59,2798.3333
03.08.2017-11:00,1.1,38,1007.2,466.3,19.0,61,3999.3333
03.08.2017-12:00,1.4,37,1006.1,572.0,20.8,51,5571.5002
03.08.2017-13:00,2.4,16,1005.4,409.2,20.2,48,5309.8334
03.08.2017-14:00,2.9,0,1004.5,196.1,19.4,52,4078.5001
03.08.2017-15:00,2.4,0,1003.5,90.6,18.3,66,1792.1667
03.08.2017-16:00,2.9,0,1002.8,120.8,18.0,62,944.1666
03.08.2017-17:00,3.8,0,1002.5,61.2,15.6,82,647.8334
03.08.2017-18:00,2.9,0,1001.2,22.0,15.1,85,293.1666
03.08.2017-19:00,2.0,0,1000.8,0.7,14.8,86,206.0
03.08.2017-20:00,3.5,0,999.9,0.5,14.0,94,71.8333
03.08.2017-21:00,3.5,0,998.9,-5.1,14.0,94,0.0
03.08.2017-22:00,3.8,0,998.1,-4.1,13.7,97,0.0
03.08.2017-23:00,2.9,0,997.3,-4.4,13.7,98,0.0
04.08.2017-00:00,2.8,0,996.6,-4.4,13.7,100,0.0
04.08.2017-01:00,1.5,0,996.0,-5.2,14.2,99,0.0
04.08.2017-02:00,2.8,0,995.7,-5.9,14.7,100,0.0
04.08.2017-03:00,3.2,0,995.6,-5.5,14.2,98,0.0
04.08.2017-04:00,2.5,0,995.4,-5.3,14.2,100,0.0
04.08.2017-05:00,3.2,0,995.3,0.7,14.0,98,0.0
04.08.2017-06:00,2.4,0,995.3,21.0,13.9,98,0.0
04.08.2017-07:00,3.1,0,995.2,64.5,14.1,96,175.0
04.08.2017-08:00,2.4,0,995.3,108.5,14.6,93,609.5001
04.08.2017-09:00,2.4,0,995.2,87.7,15.1,90,1758.3333
04.08.2017-10:00,1.8,15,994.8,385.0,17.4,81,3235.5
04.08.2017-11:00,2.5,19,994.9,469.6,18.1,71,4647.0001
04.08.2017-12:00,2.1,22,994.5,560.4,19.8,69,4361.6666
04.08.2017-13:00,3.5,60,994.3,784.0,20.0,63,6683.1666
04.08.2017-14:00,3.2,48,994.2,683.1,20.3,59,6858.1668
04.08.2017-15:00,2.6,6,994.3,233.2,17.7,80,3812.1666
04.08.2017-16:00,3.3,22,994.0,248.2,18.2,74,1096.1666
04.08.2017-17:00,4.1,0,994.1,37.8,15.6,83,3315.1666
04.08.2017-18:00,1.1,0,994.8,18.2,14.1,98,922.8334
04.08.2017-19:00,1.2,9,995.0,192.6,15.5,86,214.5
04.08.2017-20:00,1.4,1,995.3,64.6,14.9,95,148.8333
04.08.2017-21:00,2.2,0,995.5,2.3,14.2,99,483.1666
04.08.2017-22:00,1.5,0,995.4,-6.4,14.2,99,0.0
04.08.2017-23:00,2.1,0,995.8,-6.5,14.5,97,0.0
05.08.2017-00:00,2.8,0,996.1,-6.2,14.8,96,0.0
05.08.2017-01:00,1.0,0,996.3,-6.9,14.3,96,0.0
05.08.2017-02:00,0.3,0,996.6,-8.1,13.9,100,0.0
05.08.2017-03:00,2.5,0,997.0,-7.5,14.0,97,0.0
05.08.2017-04:00,2.4,0,997.4,-6.2,13.8,97,0.0
05.08.2017-05:00,1.9,0,998.0,2.0,13.9,96,0.0
05.08.2017-06:00,1.1,0,998.4,36.9,14.5,93,0.0
05.08.2017-07:00,1.8,0,998.9,87.2,15.4,88,217.8334
05.08.2017-08:00,0.7,3,999.6,130.6,16.4,83,708.1667
05.08.2017-09:00,2.1,11,1000.0,266.2,16.6,77,1041.8334
05.08.2017-10:00,1.8,8,1000.5,355.7,16.8,76,907.0
05.08.2017-11:00,1.8,37,1000.4,526.4,19.2,63,2039.5
05.08.2017-12:00,1.0,25,1000.4,504.7,19.0,64,5025.3334
05.08.2017-13:00,3.4,13,1000.7,372.3,18.2,86,6009.6667
05.08.2017-14:00,1.1,16,1000.9,474.4,18.6,70,6474.3334
05.08.2017-15:00,2.3,40,1001.1,402.1,19.8,70,2463.5
05.08.2017-16:00,2.1,0,1001.3,236.0,18.6,75,1176.8334
05.08.2017-17:00,2.1,44,1001.7,350.0,19.2,68,1266.5
05.08.2017-18:00,2.1,0,1001.5,197.6,17.9,74,985.1667
05.08.2017-19:00,3.2,10,1001.6,109.0,17.1,84,1365.0
05.08.2017-20:00,1.7,0,1002.1,37.6,16.1,82,715.0
05.08.2017-21:00,1.6,0,1002.4,-1.2,15.5,91,51.0
05.08.2017-22:00,0.9,0,1002.4,-6.9,15.5,88,0.0
05.08.2017-23:00,1.1,0,1002.6,-7.1,15.3,88,0.0
06.08.2017-00:00,0.6,0,1002.7,-6.8,14.8,92,0.0
06.08.2017-01:00,0.3,0,1002.8,-7.2,14.3,98,0.0
06.08.2017-02:00,1.3,0,1002.9,-7.8,14.3,99,0.0
06.08.2017-03:00,0.8,0,1002.9,-8.9,14.3,99,0.0
06.08.2017-04:00,0.5,0,1002.9,-7.7,14.1,100,0.0
06.08.2017-05:00,0.9,0,1003.0,-3.3,13.9,100,0.0
06.08.2017-06:00,0.8,0,1003.4,5.1,13.9,100,0.0
06.08.2017-07:00,2.2,0,1003.8,17.0,13.8,100,111.0833
06.08.2017-08:00,1.2,0,1004.4,43.6,13.7,100,447.0
06.08.2017-09:00,1.4,0,1004.9,115.8,14.3,100,650.0
06.08.2017-10:00,1.7,0,1005.5,141.2,14.9,100,1053.3333
06.08.2017-11:00,2.8,0,1005.9,234.7,15.1,96,2250.3334
06.08.2017-12:00,2.9,0,1006.4,282.9,15.2,91,1868.1667
06.08.2017-13:00,3.2,0,1006.8,290.2,15.5,92,2030.1667
06.08.2017-14:00,3.3,0,1007.1,275.5,16.2,87,2916.1667
06.08.2017-15:00,2.5,0,1007.5,291.1,16.4,80,3253.3333
06.08.2017-16:00,3.0,12,1007.5,290.0,17.4,71,3901.8333
06.08.2017-17:00,2.4,16,1007.8,243.5,17.5,70,1966.5
06.08.2017-18:00,1.7,0,1007.9,105.2,17.1,76,1126.4999
06.08.2017-19:00,1.4,0,1008.4,51.0,16.5,77,804.6668
06.08.2017-20:00,1.2,0,1008.7,20.1,16.0,82,332.4999
06.08.2017-21:00,1.5,1,1009.1,-0.3,15.4,91,93.5
06.08.2017-22:00,2.7,0,1009.4,-7.3,14.9,89,0.0
06.08.2017-23:00,2.7,0,1010.1,-7.9,14.6,69,0.0
07.08.2017-00:00,2.2,0,1010.4,-7.6,13.9,67,0.0
07.08.2017-01:00,1.6,0,1010.7,-7.9,12.1,81,0.0
07.08.2017-02:00,1.7,0,1011.0,-7.7,11.2,86,0.0
07.08.2017-03:00,1.9,0,1011.4,-8.2,10.2,94,0.0
07.08.2017-04:00,0.4,0,1011.9,-7.8,9.3,99,0.0
07.08.2017-05:00,1.3,0,1012.1,1.7,9.6,97,0.0
07.08.2017-06:00,0.1,17,1012.3,58.0,11.5,93,0.0
07.08.2017-07:00,1.6,6,1012.4,129.7,13.6,79,445.3334
07.08.2017-08:00,1.8,41,1012.6,256.0,15.4,73,624.6667
07.08.2017-09:00,1.9,60,1012.7,379.7,16.8,65,400.0
07.08.2017-10:00,2.6,60,1012.9,585.6,18.2,60,2281.3333
07.08.2017-11:00,4.3,60,1012.8,663.1,18.6,51,4458.0001
07.08.2017-12:00,5.0,60,1013.1,704.8,18.2,55,5697.1668
07.08.2017-13:00,4.0,12,1013.3,449.8,18.5,53,6495.1668
07.08.2017-14:00,7.6,0,1013.9,253.0,16.7,57,4192.3334
07.08.2017-15:00,4.1,0,1014.5,126.7,14.4,79,1609.5
07.08.2017-16:00,3.5,0,1014.1,43.8,13.5,97,1039.8333
07.08.2017-17:00,2.6,0,1013.4,23.9,13.3,97,782.3334
07.08.2017-18:00,4.2,0,1012.3,9.4,13.3,96,446.8333
07.08.2017-19:00,4.4,0,1011.9,4.8,14.0,99,143.5001
07.08.2017-20:00,4.4,0,1012.2,1.9,14.6,97,56.3333
07.08.2017-21:00,3.6,0,1012.7,-3.9,14.6,97,31.5
07.08.2017-22:00,2.3,0,1013.2,-5.5,14.6,97,0.0
07.08.2017-23:00,3.0,0,1013.5,-5.7,14.6,96,0.0
08.08.2017-00:00,3.0,0,1013.9,-5.9,14.3,97,0.0
08.08.2017-01:00,2.9,0,1014.3,-5.8,14.0,97,0.0
08.08.2017-02:00,2.5,0,1014.5,-6.0,13.6,97,0.0
08.08.2017-03:00,2.1,0,1014.8,-6.3,13.4,98,0.0
08.08.2017-04:00,2.6,0,1014.9,-6.0,13.2,96,0.0
08.08.2017-05:00,1.9,0,1015.3,6.5,13.0,96,0.0
08.08.2017-06:00,1.9,4,1015.7,40.6,13.3,95,31.3333
08.08.2017-07:00,1.4,0,1016.0,92.6,14.1,91,318.3333
08.08.2017-08:00,2.5,52,1016.4,363.2,15.8,82,466.8334
08.08.2017-09:00,1.1,58,1016.7,394.2,16.3,77,694.8333
08.08.2017-10:00,2.0,59,1017.0,557.2,18.0,69,2525.0
08.08.2017-11:00,3.3,60,1017.1,656.4,18.7,61,3230.5
08.08.2017-12:00,4.2,60,1017.5,644.5,19.1,61,3202.3334
08.08.2017-13:00,3.9,60,1017.5,673.5,19.5,56,5981.0
08.08.2017-14:00,3.4,60,1017.2,735.2,19.8,55,3539.6667
08.08.2017-15:00,3.1,60,1017.1,559.9,20.0,56,5223.5
08.08.2017-16:00,3.0,59,1017.4,459.6,19.6,56,5102.1668
08.08.2017-17:00,1.9,60,1017.1,375.4,20.2,53,3115.1667
08.08.2017-18:00,2.1,60,1017.3,229.4,19.3,52,2776.8333
08.08.2017-19:00,1.5,30,1017.6,145.9,18.8,58,1845.0
08.08.2017-20:00,1.2,9,1018.0,31.2,17.4,67,699.6667
08.08.2017-21:00,1.5,3,1018.2,-3.0,16.7,76,94.6667
08.08.2017-22:00,2.4,0,1018.2,-7.0,16.1,76,0.0
08.08.2017-23:00,2.7,0,1018.1,-6.8,15.7,79,0.0
09.08.2017-00:00,2.7,0,1017.8,-6.9,15.8,75,0.0
09.08.2017-01:00,4.0,0,1017.4,-6.3,15.9,72,0.0
09.08.2017-02:00,1.2,0,1018.5,-5.8,13.9,100,0.0
09.08.2017-03:00,4.0,0,1017.7,-3.9,13.9,96,0.0
09.08.2017-04:00,5.1,0,1017.0,-5.2,14.1,96,0.0
09.08.2017-05:00,5.2,0,1016.2,-3.0,14.3,94,0.0
09.08.2017-06:00,3.6,0,1016.1,4.2,14.4,94,0.0
09.08.2017-07:00,4.2,2,1016.0,36.6,14.6,96,0.0
09.08.2017-08:00,4.7,0,1015.3,117.4,15.0,93,533.8333
09.08.2017-09:00,5.5,0,1014.9,49.5,14.8,94,536.5
09.08.2017-10:00,6.3,0,1014.6,35.2,14.8,92,525.8334
09.08.2017-11:00,5.6,0,1014.1,18.3,14.6,96,194.3332
09.08.2017-12:00,6.2,0,1013.4,80.6,15.2,92,77.8334
09.08.2017-13:00,5.8,0,1012.9,68.8,14.8,95,199.6666
09.08.2017-14:00,4.8,0,1012.6,21.4,14.7,97,137.8334
09.08.2017-15:00,4.0,0,1012.1,11.0,14.5,100,0.0
09.08.2017-16:00,3.7,0,1011.8,9.1,14.6,100,0.0
09.08.2017-17:00,5.7,0,1011.1,14.2,14.4,100,71.8334
09.08.2017-18:00,4.6,0,1010.6,14.4,14.7,99,16.8333
09.08.2017-19:00,2.8,0,1010.7,23.2,14.8,99,11.1667
09.08.2017-20:00,3.3,0,1010.5,4.8,14.9,98,0.0
09.08.2017-21:00,1.9,0,1010.8,-4.6,14.8,98,0.0
09.08.2017-22:00,2.5,0,1011.0,-6.8,14.8,98,0.0
09.08.2017-23:00,2.8,0,1010.9,-7.0,14.8,97,0.0
10.08.2017-00:00,1.2,0,1011.2,-6.6,14.7,98,0.0
10.08.2017-01:00,0.7,0,1011.0,-6.8,14.2,100,0.0
10.08.2017-02:00,0.7,0,1011.3,-6.2,14.2,100,0.0
10.08.2017-03:00,1.0,0,1011.5,-6.0,14.4,100,0.0
10.08.2017-04:00,0.6,0,1011.4,-8.1,13.5,100,0.0
10.08.2017-05:00,1.3,0,1011.5,-0.6,12.7,100,0.0
10.08.2017-06:00,0.8,26,1012.1,53.6,13.4,100,0.0
10.08.2017-07:00,1.3,3,1012.4,69.2,14.4,98,37.5
10.08.2017-08:00,2.1,53,1012.7,347.2,17.3,85,700.6666
10.08.2017-09:00,2.0,23,1013.3,288.6,18.1,77,576.3333
10.08.2017-10:00,2.2,51,1013.3,464.6,19.0,73,2276.8333
10.08.2017-11:00,2.0,60,1013.3,674.4,20.7,72,3211.8334
10.08.2017-12:00,3.0,58,1013.5,766.7,21.0,66,3169.3333
10.08.2017-13:00,3.6,59,1013.6,698.5,22.4,50,4439.3332
10.08.2017-14:00,2.4,31,1013.7,435.6,21.8,57,5831.0
10.08.2017-15:00,3.3,60,1013.8,625.6,21.8,49,3302.6666
10.08.2017-16:00,3.6,55,1013.7,466.1,23.4,41,4737.4999
10.08.2017-17:00,2.9,60,1013.8,375.7,23.2,39,4828.1666
10.08.2017-18:00,4.4,60,1013.7,292.7,21.9,41,3617.8333
10.08.2017-19:00,2.3,55,1014.0,143.6,20.6,46,2506.6666
10.08.2017-20:00,1.4,42,1014.3,40.5,18.4,55,679.0001
10.08.2017-21:00,1.6,0,1014.5,-3.8,17.3,86,91.1667
10.08.2017-22:00,1.8,0,1014.8,-7.7,15.2,92,0.0
10.08.2017-23:00,0.7,0,1015.1,-7.9,13.9,95,0.0
11.08.2017-00:00,2.0,0,1015.4,-8.9,13.2,97,0.0
11.08.2017-01:00,2.2,0,1015.0,-7.8,12.5,99,0.0
11.08.2017-02:00,1.5,0,1014.6,-7.5,11.8,100,0.0
11.08.2017-03:00,1.9,0,1013.9,-7.4,11.4,99,0.0
11.08.2017-04:00,2.5,0,1013.7,-7.0,10.9,100,0.0
11.08.2017-05:00,1.6,4,1013.6,1.5,10.7,100,0.0
11.08.2017-06:00,1.2,54,1013.3,68.0,11.8,99,0.0
11.08.2017-07:00,1.0,17,1013.2,145.9,14.2,95,0.0
11.08.2017-08:00,1.8,57,1012.7,342.7,15.7,79,24.6666
11.08.2017-09:00,3.3,60,1012.2,463.1,17.2,68,163.3334
11.08.2017-10:00,2.3,60,1012.1,558.0,18.8,60,1869.8332
11.08.2017-11:00,4.2,60,1011.3,651.3,20.3,52,4250.3334
11.08.2017-12:00,3.5,60,1010.3,715.4,21.2,53,5828.5
11.08.2017-13:00,5.5,60,1009.9,722.2,21.4,51,6724.6668
11.08.2017-14:00,5.1,60,1009.5,691.6,21.6,48,6912.3334
11.08.2017-15:00,5.9,60,1009.4,634.5,21.1,53,6865.1666
11.08.2017-16:00,5.1,60,1008.9,531.3,20.3,56,6394.6666
11.08.2017-17:00,6.2,60,1008.8,423.3,19.3,62,5529.6666
11.08.2017-18:00,4.7,60,1008.4,285.9,18.3,69,4236.5001
11.08.2017-19:00,5.1,25,1007.8,100.0,17.0,77,2629.6667
11.08.2017-20:00,4.8,0,1007.9,11.5,16.2,84,797.1666
11.08.2017-21:00,4.1,0,1007.7,-4.4,15.4,89,24.6666
11.08.2017-22:00,2.2,0,1006.8,-6.2,14.9,91,0.0
11.08.2017-23:00,2.7,0,1006.6,-6.9,14.8,88,0.0
12.08.2017-00:00,2.7,0,1006.2,-7.0,14.3,90,0.0
12.08.2017-01:00,4.2,0,1005.8,-6.1,14.6,83,0.0
12.08.2017-02:00,3.7,0,1006.2,-5.8,14.3,83,0.0
12.08.2017-03:00,3.3,0,1005.6,-6.1,14.2,83,0.0
12.08.2017-04:00,3.2,0,1005.1,-6.0,14.3,82,0.0
12.08.2017-05:00,2.8,0,1004.5,0.0,13.6,91,0.0
12.08.2017-06:00,2.0,0,1004.1,23.2,13.5,97,0.0
12.08.2017-07:00,2.6,0,1004.0,40.4,14.0,92,0.0
12.08.2017-08:00,3.7,11,1004.3,132.3,15.0,86,476.0
12.08.2017-09:00,2.5,0,1004.3,121.2,15.2,87,795.3334
12.08.2017-10:00,2.8,26,1004.1,337.7,17.0,77,1325.8334
12.08.2017-11:00,1.6,31,1004.0,457.8,18.3,76,1956.6666
12.08.2017-12:00,2.1,19,1003.9,434.9,18.0,73,3588.1667
12.08.2017-13:00,2.8,10,1003.5,379.6,18.4,74,3502.3333
12.08.2017-14:00,3.9,52,1002.6,609.4,19.7,66,3882.6667
12.08.2017-15:00,4.3,36,1002.2,447.7,19.6,68,3219.1667
12.08.2017-16:00,4.5,29,1002.1,370.6,18.7,71,2704.1667
12.08.2017-17:00,4.5,0,1002.0,130.2,18.0,78,2783.5
12.08.2017-18:00,3.5,0,1001.7,60.6,17.0,86,1609.8334
12.08.2017-19:00,3.1,0,1001.5,32.5,17.0,87,592.3333
12.08.2017-20:00,4.0,0,1001.2,-1.7,16.3,94,424.0001
12.08.2017-21:00,3.4,0,1001.2,-5.3,15.8,98,4.3333
12.08.2017-22:00,3.6,0,1001.4,-5.7,14.2,93,0.0
12.08.2017-23:00,1.5,0,1001.8,-6.6,13.5,99,0.0
13.08.2017-00:00,6.2,0,1002.2,-6.0,13.2,85,0.0
13.08.2017-01:00,4.0,0,1003.2,-6.1,12.2,87,0.0
13.08.2017-02:00,3.7,0,1003.5,-6.5,11.9,88,0.0
13.08.2017-03:00,3.9,0,1004.2,-5.4,11.8,84,0.0
13.08.2017-04:00,1.9,0,1005.1,-5.7,11.6,83,0.0
13.08.2017-05:00,2.5,0,1005.7,-4.2,11.3,82,0.0
13.08.2017-06:00,3.6,0,1006.8,15.2,11.2,75,0.0
13.08.2017-07:00,3.8,13,1007.3,108.6,12.5,68,48.6667
13.08.2017-08:00,5.3,60,1008.1,337.5,13.5,62,484.0
13.08.2017-09:00,3.2,60,1008.9,471.4,15.2,53,296.8333
13.08.2017-10:00,3.8,55,1009.6,526.3,15.1,49,1944.6667
13.08.2017-11:00,3.8,60,1010.0,672.1,16.9,43,3517.6666
13.08.2017-12:00,3.0,58,1010.3,750.1,18.2,45,5352.1667
13.08.2017-13:00,2.9,53,1010.4,682.9,19.4,40,6953.3334
13.08.2017-14:00,2.8,55,1010.5,663.7,19.5,40,6198.5
13.08.2017-15:00,2.9,48,1010.8,522.3,18.8,42,6832.5
13.08.2017-16:00,1.9,17,1011.2,271.4,18.4,43,6152.0
13.08.2017-17:00,3.6,53,1011.4,386.0,20.2,31,5567.8334
13.08.2017-18:00,3.5,60,1011.7,292.4,18.5,35,3981.1666
13.08.2017-19:00,2.6,60,1012.4,156.5,17.7,37,1933.0
13.08.2017-20:00,2.5,53,1013.2,43.3,15.6,44,852.5
13.08.2017-21:00,4.3,0,1013.9,-4.3,15.3,45,85.8334
13.08.2017-22:00,3.6,0,1014.4,-6.9,14.4,49,0.0
13.08.2017-23:00,4.6,0,1015.2,-6.9,13.6,51,0.0
14.08.2017-00:00,0.8,0,1015.7,-7.6,11.4,61,0.0
14.08.2017-01:00,1.8,0,1016.1,-8.1,12.0,56,0.0
14.08.2017-02:00,1.2,0,1016.8,-8.2,10.4,64,0.0
14.08.2017-03:00,1.1,0,1017.5,-8.2,8.3,81,0.0
14.08.2017-04:00,1.8,0,1017.7,-7.2,7.7,85,0.0
14.08.2017-05:00,0.9,0,1018.6,-1.7,7.1,87,0.0
14.08.2017-06:00,2.4,54,1018.8,66.0,8.5,82,0.0
14.08.2017-07:00,0.9,60,1019.3,189.1,12.5,64,0.0
14.08.2017-08:00,1.0,60,1019.6,323.1,14.6,58,0.0
14.08.2017-09:00,1.9,60,1019.9,451.8,15.7,52,67.0
14.08.2017-10:00,1.9,60,1020.4,564.8,16.8,51,1816.8333
14.08.2017-11:00,2.2,60,1020.4,653.6,18.1,45,4359.1666
14.08.2017-12:00,3.4,60,1020.5,705.6,18.9,41,6022.8334
14.08.2017-13:00,3.4,60,1020.5,718.4,18.9,39,6739.3334
14.08.2017-14:00,2.9,60,1020.4,696.1,19.7,38,6357.1666
14.08.2017-15:00,2.8,60,1020.4,630.7,20.2,36,5804.4999
14.08.2017-16:00,3.3,60,1020.2,516.2,19.3,43,5568.6666
14.08.2017-17:00,3.6,60,1020.2,391.3,18.5,45,4551.3333
14.08.2017-18:00,2.9,49,1020.5,204.4,17.2,54,2633.5001
14.08.2017-19:00,4.6,0,1020.6,67.7,16.6,60,1305.3333
14.08.2017-20:00,3.7,0,1021.1,13.8,15.6,67,314.1667
14.08.2017-21:00,3.0,0,1021.6,-5.0,14.9,74,18.8333
14.08.2017-22:00,2.3,0,1021.5,-6.6,14.5,78,0.0
14.08.2017-23:00,1.9,0,1021.6,-6.5,14.0,84,0.0
15.08.2017-00:00,2.2,0,1021.8,-6.2,14.0,85,0.0
15.08.2017-01:00,1.6,0,1021.5,-6.5,13.6,89,0.0
15.08.2017-02:00,1.7,0,1021.3,-6.6,13.4,89,0.0
15.08.2017-03:00,1.8,0,1021.5,-6.7,13.2,93,0.0
15.08.2017-04:00,1.2,0,1021.3,-6.2,13.1,92,0.0
15.08.2017-05:00,0.9,0,1021.5,-1.8,12.7,94,0.0
15.08.2017-06:00,0.6,1,1021.3,45.9,13.9,88,0.0
15.08.2017-07:00,0.6,2,1021.2,58.3,14.6,84,308.0
15.08.2017-08:00,2.4,8,1021.2,150.1,15.3,85,719.3334
15.08.2017-09:00,2.3,2,1020.8,280.3,16.4,82,1136.6666
15.08.2017-10:00,3.3,52,1020.5,470.1,18.1,70,1580.3333
15.08.2017-11:00,4.1,57,1019.8,649.5,18.7,56,2722.1668
15.08.2017-12:00,3.0,24,1019.4,430.8,18.6,53,4117.3332
15.08.2017-13:00,2.2,0,1019.1,184.5,17.9,59,2876.6667
15.08.2017-14:00,1.5,0,1018.8,101.8,16.4,71,1897.5
15.08.2017-15:00,1.6,0,1018.5,33.8,16.4,66,564.5
15.08.2017-16:00,1.1,0,1018.1,20.2,14.9,81,401.0
15.08.2017-17:00,2.7,0,1016.9,30.7,15.2,77,154.8333
15.08.2017-18:00,3.0,0,1016.0,28.6,15.7,75,103.5
15.08.2017-19:00,1.6,0,1015.8,1.3,15.8,75,54.1667
15.08.2017-20:00,1.8,0,1015.2,0.4,16.2,75,0.0
15.08.2017-21:00,2.3,0,1014.6,-5.8,16.6,82,0.0
15.08.2017-22:00,1.4,0,1014.2,-4.8,14.5,100,0.0
15.08.2017-23:00,1.7,0,1013.7,-4.3,14.5,100,0.0
16.08.2017-00:00,1.2,0,1012.7,-4.0,14.5,100,0.0
16.08.2017-01:00,2.1,0,1012.1,-4.0,14.4,100,0.0
16.08.2017-02:00,1.4,0,1011.5,-4.8,14.3,100,0.0
16.08.2017-03:00,1.0,0,1011.2,-6.0,14.2,100,0.0
16.08.2017-04:00,2.3,0,1011.0,-5.4,14.5,100,0.0
16.08.2017-05:00,1.5,0,1011.2,-4.8,14.5,100,0.0
16.08.2017-06:00,2.0,0,1011.6,-0.1,14.5,100,0.0
16.08.2017-07:00,2.3,0,1011.9,48.3,14.8,100,56.0
16.08.2017-08:00,1.9,19,1012.3,199.5,15.8,99,320.5
16.08.2017-09:00,2.6,22,1013.1,286.0,17.0,87,734.1666
16.08.2017-10:00,2.4,57,1013.4,554.3,18.6,78,1879.6667
16.08.2017-11:00,2.5,54,1013.6,591.8,20.0,70,4296.0002
16.08.2017-12:00,4.4,58,1014.0,666.7,21.2,51,6027.1668
16.08.2017-13:00,2.0,50,1014.3,639.4,21.1,50,6298.3334
16.08.2017-14:00,3.5,37,1014.4,449.9,20.4,48,6599.1668
16.08.2017-15:00,3.4,60,1014.3,665.6,22.2,47,6033.8334
16.08.2017-16:00,4.7,47,1014.6,372.1,21.4,45,4962.0001
16.08.2017-17:00,3.5,36,1014.9,269.2,20.8,48,3231.0
16.08.2017-18:00,3.3,23,1015.2,151.9,20.0,54,3551.5001
16.08.2017-19:00,3.9,49,1015.5,114.7,19.3,60,1970.8333
16.08.2017-20:00,2.9,28,1016.2,24.7,18.0,69,652.3334
16.08.2017-21:00,2.3,0,1016.7,-6.4,16.6,77,17.8333
16.08.2017-22:00,3.0,0,1016.7,-7.7,15.8,83,0.0
16.08.2017-23:00,1.6,0,1017.2,-8.1,14.4,91,0.0
17.08.2017-00:00,1.1,0,1017.2,-8.7,13.1,97,0.0
17.08.2017-01:00,1.4,0,1017.2,-8.1,12.6,99,0.0
17.08.2017-02:00,1.5,0,1017.1,-6.9,13.9,99,0.0
17.08.2017-03:00,1.4,0,1017.0,-6.8,13.9,98,0.0
17.08.2017-04:00,1.3,0,1017.1,-6.5,13.7,98,0.0
17.08.2017-05:00,2.1,0,1017.2,-4.6,13.6,97,0.0
17.08.2017-06:00,1.9,0,1017.1,11.7,13.7,95,0.0
17.08.2017-07:00,2.7,4,1017.2,77.8,14.2,91,28.75
17.08.2017-08:00,3.2,26,1017.1,222.1,15.1,84,657.1666
17.08.2017-09:00,2.7,36,1017.4,336.5,17.0,70,669.5
17.08.2017-10:00,2.0,60,1017.1,549.0,18.1,68,1788.8333
17.08.2017-11:00,3.2,60,1016.5,639.9,19.1,63,4471.3334
17.08.2017-12:00,3.0,49,1015.9,521.1,18.8,61,4675.1666
17.08.2017-13:00,4.1,32,1015.5,545.2,18.8,58,2753.1667
17.08.2017-14:00,2.5,5,1014.9,373.2,19.4,56,3716.1666
17.08.2017-15:00,3.8,0,1014.5,321.4,18.7,60,2910.1668
17.08.2017-16:00,4.6,0,1014.3,237.1,18.0,65,2878.8334
17.08.2017-17:00,3.0,0,1013.9,150.4,17.5,59,1675.5
17.08.2017-18:00,1.7,0,1013.2,74.4,17.1,63,979.3334
17.08.2017-19:00,1.7,0,1012.6,29.9,17.0,66,463.0001
17.08.2017-20:00,1.6,0,1012.1,-0.9,16.9,68,135.5
17.08.2017-21:00,2.5,0,1011.3,-7.1,16.1,77,0.0
17.08.2017-22:00,2.3,0,1010.7,-7.6,15.8,79,0.0
17.08.2017-23:00,2.2,0,1010.3,-8.0,14.8,90,0.0
18.08.2017-00:00,3.1,0,1009.2,-5.7,14.1,96,0.0
18.08.2017-01:00,4.3,0,1008.1,-4.0,14.2,97,0.0
18.08.2017-02:00,3.3,0,1007.3,-4.3,14.0,99,0.0
18.08.2017-03:00,2.2,0,1006.7,-4.6,14.1,100,0.0
